,post_id,title,url,comment_count,vote_count,published_date
346,40425417,คนที่อายุ 35+ พอความสัมพันธ์ต้องจบลงในวัยนี้ คุณมีมุมมองกับความรักในอนาคตที่เหลือกันยังไงบ้าง?,https://pantip.com/topic/40425417,111,2,2021-01-03T21:25:00.000000+0642
347,40240442,มนุษย์เงินเดือน จะรวยได้ต้องทำยังไง?,https://pantip.com/topic/40240442,76,3,2020-10-05T11:04:00.000000+0642
348,38758362,[CR] [Review 2019] รีวิววิธีการเตรียมตัว และการสอบ TOEIC 2019 แบบละเอียด,https://pantip.com/topic/38758362,142,36,2019-04-12T22:03:00.000000+0642
349,39833516,ถามคนที่ออกจากงานไปเมื่อหลายปีก่อน ไปตามหาวิถี Slowlife ชีวิตยังรอดกันใช่ไหม,https://pantip.com/topic/39833516,65,0,2020-04-23T15:57:00.000000+0642
350,36591573,เคยลาออกจากงานแบบจู่ๆก็ออก เช้ามาไม่ไปทำงาน คนอื่นถึงกับงงแบบนี้บ้างไหม,https://pantip.com/topic/36591573,137,4,2017-06-22T09:12:00.000000+0642
351,30480109,"คำถามสัมภาษณ์งาน ""ทำไมคุณถึงคิดจะลาออกจากที่ทำงานเดิม"" ... ควรจะตอบอย่างไรดี",https://pantip.com/topic/30480109,62,2,2013-05-13T11:47:00.000000+0642
352,40433511,ตกงานในวัย 27 ปี แย่มากไหม เป็นหนี้ จิตตก ซึมเศร้า ชอบเก็บตัว มีวิธีการรับมืออย่างไร,https://pantip.com/topic/40433511,101,1,2021-01-07T12:39:00.000000+0642
353,40435469,ที่บ้านโกงเงินร้านอาหาร ขอวิธีจัดการร้านหน่อย,https://pantip.com/topic/40435469,78,0,2021-01-08T10:09:00.000000+0642
354,38452881,9 ข้อที่ฉันค้นพบ จากการเป็นมนุษย์เงินเดือนมา 3 ปี,https://pantip.com/topic/38452881,60,109,2019-01-13T11:38:00.000000+0642
355,39718016,โดนบริษัทบังคับให้หยุดโดยไม่ได้รับค่าจ้างติดต่อกัน 3 เดือน ควรทำยังไงดี,https://pantip.com/topic/39718016,54,0,2020-03-16T02:08:00.000000+0642
356,40400243,มีใครไหมมีความใฝ่ฝันอยากมีคอนโดห้องเล็กๆสักห้อง,https://pantip.com/topic/40400243,55,1,2020-12-22T01:44:00.000000+0642
357,39964672,มีใครบ้างที่เข้ามาทำงานใน กทม แล้วไม่อยากกลับไปอยู่บ้านบ้างมั้ยครับ,https://pantip.com/topic/39964672,77,0,2020-06-07T20:48:00.000000+0642
358,38413847,โปรไฟล์เทพๆจบยูดังๆตปท เกรดดีๆ จบระดับดอกเตอร์ทำไมส่วนใหญ่ไปทำงานอาจารย์มหาวิทยาลัยกันหมด?,https://pantip.com/topic/38413847,66,4,2018-12-31T16:46:00.000000+0642
359,37936230,ค่าเฉลี่ยเงินเดือน พนักงานออฟฟิศ อายุ 30 - 35 ปี,https://pantip.com/topic/37936230,65,1,2018-08-07T15:11:00.000000+0642
360,40410246,ทางรอดของคนตกงานในภาวะเศรษฐกิจแบบนี้มีอะไรบ้างคะ,https://pantip.com/topic/40410246,57,5,2020-12-26T23:04:00.000000+0642
361,32177565,ใครเคยทำงาน SCG แล้วลาออกบ้างคะ,https://pantip.com/topic/32177565,143,13,2014-06-11T15:22:00.000000+0642
362,39210169,"คำถามอะไรที่คุณใช้ถามกรรมการสัมภาณ์กลับ จากคำถาม ""มีอะไรจะถามไหม"" แล้วคิดว่าได้คำตอบที่เป็นประโยชน์ดีที่สุดครับ",https://pantip.com/topic/39210169,58,3,2019-09-07T17:33:00.000000+0642
363,40402749,การรวยจากมรดกพ่อ ทำไมผมต้องเจอวาทกรรม เก่งจริงหาด้วยตัวเองสิวะ,https://pantip.com/topic/40402749,226,21,2020-12-23T11:06:00.000000+0642
364,40393082,อะไรคือสาเหตุที่ทำให้ฟางเส้นสุดท้ายขาดโดยทำให้คุณต้องหางานใหม่หรือลาออกจากงาน,https://pantip.com/topic/40393082,69,1,2020-12-18T13:19:00.000000+0642
365,38300479,แอพหาเงิน ออนไลน์ หาเงินได้จริงไหม ดูยังไงว่าจะไม่ถูกหลอก?,https://pantip.com/topic/38300479,51,0,2018-11-24T20:34:00.000000+0642
366,32767603,"จาก300,000 เป็น300,000,000 ใน10ปี แล้วเกษียณครับ",https://pantip.com/topic/32767603,214,295,2014-10-26T15:56:00.000000+0642
367,33707280,ตื่นเช้าไปทำงาน (อาบน้ำ เป่าผม แต่งหน้า แต่งตัว) ใช้เวลากี่นาที มีเทคนิคเฉพาะตัวอย่างไรบ้าง?,https://pantip.com/topic/33707280,69,1,2015-05-27T05:53:00.000000+0642
368,40391011,ทำไมหลายคนยึดติดกับคำว่ามั่นคงของงานราชการจนลืมคิดสิ่งอื่นๆไป,https://pantip.com/topic/40391011,118,9,2020-12-17T14:31:00.000000+0642
369,40178930,รับราชการดีอย่างไร มุมมองของคนอายุ 30+,https://pantip.com/topic/40178930,71,0,2020-09-06T12:41:00.000000+0642
370,40390044,แจ้งลาออกจากงาน เขารั้งและให้เงินเพิ่มมากกว่าที่ใหม่ควรรับไว้ หรือไปดีครับ,https://pantip.com/topic/40390044,143,0,2020-12-16T23:47:00.000000+0642
371,40385738,วัยทำงาน มนุษย์เงินเดืนเช่าห้องอยู่เรทเดือนละเท่าไหร่กันบ้านคะ,https://pantip.com/topic/40385738,75,0,2020-12-15T02:07:00.000000+0642
372,30847778,มีเงิน 5 แสน จะทำอะไรดีให้ได้ กำไร 5% ต่อเดือน,https://pantip.com/topic/30847778,205,4,2013-08-15T21:58:00.000000+0642
373,40371192,ทำไมบริษัทถึงกดเงินเดือนเด็กจบใหม่จังหรือเด็กจบใหม่ไม่มีที่ยืน ?,https://pantip.com/topic/40371192,133,0,2020-12-07T21:35:00.000000+0642
374,40081339,ประเทศไทยเราตอนนี้ ทำไมถึงไม่มีบริษัทใหม่ ๆ เข้ามาลงทุน เค้ามุ่งหน้าไปเวียดนามกันหมด,https://pantip.com/topic/40081339,77,16,2020-07-24T01:59:00.000000+0642
375,40380883,ชวนคุยครับ เพื่อนๆพี่ๆน้องๆ ซื้อโทรศัพท์แบบไหนกันครับ ระหว่างซื้อแบบไม่แพงมากแล้วเปลี่ยนบ่อย กับซื้อแบบแพงๆไปเลย,https://pantip.com/topic/40380883,104,2,2020-12-12T18:30:00.000000+0642
376,40382842,มีคำกล่าวว่าเกินครึ่งหนึ่งของมนุษย์เงินเดือนไม่มีความสุขกับงานที่ทำ,https://pantip.com/topic/40382842,66,0,2020-12-13T18:39:00.000000+0642
377,40215158,ใครเคยทำงานผิดจนบริษัทเสียเงินมากๆมั้ยครับ,https://pantip.com/topic/40215158,55,0,2020-09-22T23:24:00.000000+0642
378,36093374,ขอวิธีอดทนกับ การทำงานภายใต้เเรงกดดันเเละการเหน็บด่าแบบผู้ดีเเต่เเรงสุดๆหน่อยค่ะ,https://pantip.com/topic/36093374,107,1,2017-02-08T20:09:00.000000+0642
379,35369935,ขณะนี้ผมป่วยจึงต้องพักรักษาตัวในโรงพยาบาลมานานกว่า 1 เดือน เจ้านายจึงมาขอให้เซ็นใบลาออก....,https://pantip.com/topic/35369935,62,57,2016-07-11T17:15:00.000000+0642
380,39972358,อุทาหรณ์สำหรับมนุษย์เงินเดือน จากคนกำลังจะตกงานวัย 38 และหางานช่วงโควิด,https://pantip.com/topic/39972358,76,13,2020-06-10T16:32:00.000000+0642
381,39517177,ต้องทำอะไรเป็น และ ต้องรู้อะไรบ้าง ถึงจะเรียกว่าเก่งและ ได้เงินเดือนเป็นแสนๆ ?,https://pantip.com/topic/39517177,58,0,2019-12-27T01:23:00.000000+0642
382,34352668,เด็กจบใหม่จ๋า ฟัง HR หน่อย หนูมาสัมภาษณ์งาน หรือ มาเที่ยวจ๊ะ,https://pantip.com/topic/34352668,238,221,2015-10-23T23:56:00.000000+0642
383,40351969,พนง.ออฟฟิศ นาฬิกาแพงสุดที่ซื้อมาใส่ ยี่ห้ออะไร ราคาเท่าไหร่ครับ,https://pantip.com/topic/40351969,134,0,2020-11-28T14:54:00.000000+0642
384,30444290,"= จากเงินเดือน 10,000 เป็น 100,000 = [ตอนที่ 1]",https://pantip.com/topic/30444290,176,218,2013-05-04T12:46:00.000000+0642
385,35203626,เรื่องราวที่วัยรุ่นยุคนี้อาจไม่เข้าใจว่าวัยรุ่นยุคก่อนลำบากยังไง,https://pantip.com/topic/35203626,101,105,2016-05-26T23:39:00.000000+0642
386,37235188,มาถึงวันนี้ถึงได้รู้ว่า เราคือคนชั้นกลาง ที่ตกรถไฟมาถึงสามรุ่นแล้ว,https://pantip.com/topic/37235188,104,94,2017-12-31T13:18:00.000000+0642
387,40332137,"คนที่รับเงินเดือนสูง ๆ 50,000 ขึ้นกดดันในอาชีพไหม",https://pantip.com/topic/40332137,65,0,2020-11-19T15:00:00.000000+0642
388,40206700,มีใครไม่มีสังคม ไม่มีเพื่อน ไม่มีแฟน มีความสุขไหม,https://pantip.com/topic/40206700,97,3,2020-09-19T00:11:00.000000+0642
389,40322871,"ผิดไหมกับการพูดไปตรงๆว่า ""มันไม่ใช่หน้าที่""",https://pantip.com/topic/40322871,102,0,2020-11-15T11:36:00.000000+0642
390,33420813,เคยมีประสบการณ์ ที่หน้าแตก กันบ้างไหมครับ มาฟังเรื่องสั้นของผมซักหน่อยไหม (อายๆๆ),https://pantip.com/topic/33420813,286,47,2015-03-25T15:33:00.000000+0642
391,40330742,มีมครเคยลาออก เพราะเพื่อนร่วมงานวร้ายๆมั้ยคะ,https://pantip.com/topic/40330742,55,2,2020-11-18T21:20:00.000000+0642
392,40331706,"เพื่อนๆคิดยังไงกับวลีนี้คะ ""ใครมีงานทำตอนนี้ ให้กอดงานประจำไว้แน่นๆ""",https://pantip.com/topic/40331706,81,0,2020-11-19T11:23:00.000000+0642
393,40327116,ทำยังไงให้เราสามารถนอน 6 ชั่วโมง แต่รู้สึกเหมือนนอนเต็มอิ่ม 10 ชั่วโมง โดยไม่ง่วงในตอนบ่ายได้บ้างครับ,https://pantip.com/topic/40327116,52,1,2020-11-17T10:33:00.000000+0642
394,36848688,Review : ขั้นตอนการสอบเข้า AOT ปี 2560 แบบคนไม่มีเส้น,https://pantip.com/topic/36848688,68,36,2017-09-07T12:00:00.000000+0642
395,40318071,รู้สึกว่าตัวเองทำงานไม่คุ้มเงินเดือนครับ,https://pantip.com/topic/40318071,77,1,2020-11-12T21:05:00.000000+0642
396,40317851,คนที่ไม่เคยถูกล็อตเตอรี่ อะไรทำให้คุณยังมีความหวังที่จะถูกรางวัลอยู่คะ,https://pantip.com/topic/40317851,83,7,2020-11-12T19:11:00.000000+0642
397,34236620,งานที่ให้เงินเยอะกว่า กับ งานที่ชอบ จะเลือกแบบไหนกันครับ,https://pantip.com/topic/34236620,77,0,2015-09-28T03:57:00.000000+0642
398,40290600,ถ้าลาออกจากงานตอนนี้ ควรมีเงินสำรองกี่เดือนถึงจะรอด,https://pantip.com/topic/40290600,64,0,2020-10-30T15:25:00.000000+0642
399,40303567,โดนไล่ออกเพราะว่าช่วยเลือกสินค้าให้ลูกค้า,https://pantip.com/topic/40303567,95,39,2020-11-05T22:30:00.000000+0642
400,39222559,สมัยก่อนเข้าว่าทำงานธนาคารนี้โก้นัก อยากทราบว่าโก้จริงมั้ยครับ หรือเป็นภาพลักษณ์ที่คนไม่รู้คิดกันไปเอง,https://pantip.com/topic/39222559,76,0,2019-09-12T00:07:00.000000+0642
401,31923775,เมื่อวิศวกรมนุษย์เงินเดือน เดินออกมาเป็นพ่อค้ามนุษย์เงินวัน ...... [เปิดทุกมุมของชีวิตที่อยากรวย],https://pantip.com/topic/31923775,1900,788,2014-04-17T11:48:00.000000+0642
402,40297913,สอบถามคนที่มีเงินเดือน 25k และกำลังผ่อนคอนโด 2mb.,https://pantip.com/topic/40297913,61,0,2020-11-03T10:58:00.000000+0642
